TransactionID,TransactionDate,Category,ProductName,Quantity,UnitPrice
141,06-09-2024,Apparel,Jeans,2,2228.5
142,26-09-2024,Electronics,Smartphone,2,26723.82
143,02-08-2024,Home Goods,Coffee Maker,5,3077.9
144,03-12-2024,Apparel,Jeans,4,2062.85
145,28-06-2025,Home Goods,Bed Sheets,3,1191.73
146,18-06-2025,Electronics,Laptop,3,74243.91
147,29-10-2024,Electronics,Smartphone,5,25219.05
148,12-05-2025,Electronics,Laptop,5,78339.23
149,11-03-2025,Electronics,Laptop,4,75873.97
150,13-03-2025,Apparel,Jeans,3,2049.9
151,10-03-2025,Home Goods,Coffee Maker,3,3832.22
152,19-06-2025,Apparel,Jeans,3,2085.14
153,11-04-2025,Apparel,T-Shirt,3,948.88
154,19-01-2025,Home Goods,Bed Sheets,4,1194.24
155,06-09-2024,Home Goods,Bed Sheets,3,1338.22
156,17-06-2025,Apparel,T-Shirt,4,909.79
157,05-09-2024,Apparel,T-Shirt,3,929.51
158,29-03-2025,Home Goods,Coffee Maker,4,3995.82
159,14-10-2024,Apparel,Jeans,1,1945.1
160,22-04-2025,Home Goods,Coffee Maker,1,3038.43
161,31-05-2025,Apparel,T-Shirt,1,837.96
162,28-03-2025,Home Goods,Bed Sheets,2,1228.29
163,16-08-2024,Apparel,T-Shirt,3,935.8
164,02-05-2025,Electronics,Smartphone,1,29624.93
165,05-09-2024,Electronics,Laptop,3,70474.45
166,05-07-2025,Home Goods,Bed Sheets,1,1223.62
167,14-07-2025,Apparel,T-Shirt,3,863.7
168,16-04-2025,Home Goods,Coffee Maker,5,3770.35
169,08-04-2025,Electronics,Smartphone,3,28897.64
170,13-11-2024,Home Goods,Bed Sheets,5,1119.96
171,08-10-2024,Home Goods,Coffee Maker,3,3283.72
172,16-12-2024,Home Goods,Bed Sheets,2,1302.42
173,19-04-2025,Home Goods,Coffee Maker,2,3650.62
174,12-09-2024,Home Goods,Coffee Maker,2,3479.37
175,08-06-2025,Apparel,Jeans,5,2098.39
176,12-08-2024,Electronics,Smartphone,4,27449.5
177,30-12-2024,Home Goods,Bed Sheets,3,1299.36
178,20-09-2024,Home Goods,Coffee Maker,5,3246.57
179,27-11-2024,Electronics,Smartphone,1,26764.14
180,16-09-2024,Electronics,Smartphone,5,22225.12
181,02-08-2025,Apparel,T-Shirt,2,732.66
182,08-02-2025,Electronics,Laptop,1,67036.05
183,12-10-2024,Apparel,T-Shirt,1,687.85
184,19-12-2024,Home Goods,Coffee Maker,5,3849.73
185,16-07-2025,Home Goods,Coffee Maker,2,3924.99
186,30-12-2024,Apparel,T-Shirt,4,828.1
187,03-02-2025,Apparel,T-Shirt,3,834.25
188,26-04-2025,Electronics,Laptop,3,68626.67
189,02-09-2024,Home Goods,Coffee Maker,5,3176.32
190,24-09-2024,Electronics,Laptop,1,79692.31
191,07-01-2025,Electronics,Laptop,5,82097.53
192,19-07-2025,Apparel,T-Shirt,3,705.08
193,21-04-2025,Apparel,Jeans,3,2014.99
194,28-03-2025,Electronics,Smartphone,5,26210.37
195,04-09-2024,Apparel,Jeans,4,2218.31
196,27-06-2025,Apparel,Jeans,2,2067.2
197,30-05-2025,Electronics,Laptop,5,73231.05
198,10-06-2025,Electronics,Laptop,2,78303.3
199,28-08-2024,Apparel,Jeans,5,1980.6
200,01-12-2024,Apparel,Jeans,4,2010.66
201,06-12-2024,Home Goods,Bed Sheets,4,1078.14
202,06-02-2025,Apparel,Jeans,4,2184.66
203,27-10-2024,Home Goods,Coffee Maker,3,3421.15
204,01-03-2025,Electronics,Laptop,2,80090.6
205,20-09-2024,Apparel,T-Shirt,5,789.93
206,07-08-2024,Apparel,T-Shirt,4,876.04
207,24-12-2024,Electronics,Smartphone,3,29385.07
208,16-03-2025,Electronics,Laptop,4,74950
209,07-08-2024,Electronics,Laptop,1,69727.55
210,03-11-2024,Electronics,Smartphone,4,24522.45
211,02-02-2025,Electronics,Smartphone,1,21553.47
212,19-02-2025,Electronics,Smartphone,2,27277.82
213,22-03-2025,Apparel,Jeans,1,2129.84
214,12-03-2025,Home Goods,Bed Sheets,1,1142.81
215,23-11-2024,Apparel,T-Shirt,4,665.82
216,10-08-2024,Home Goods,Bed Sheets,3,1390.1
217,12-08-2024,Electronics,Smartphone,4,27780.34
218,18-03-2025,Electronics,Smartphone,5,21083.1
219,30-06-2025,Apparel,T-Shirt,3,902.26
220,26-07-2025,Home Goods,Coffee Maker,5,3406.19
221,12-01-2025,Apparel,Jeans,3,1985.01
222,21-11-2024,Apparel,Jeans,5,2421.92
223,17-05-2025,Home Goods,Bed Sheets,3,1393.6
224,04-10-2024,Electronics,Smartphone,4,27827.55
225,24-05-2025,Home Goods,Bed Sheets,5,1018.35
226,18-07-2025,Electronics,Smartphone,2,23362.99
227,10-09-2024,Electronics,Smartphone,1,23314.75
228,10-11-2024,Apparel,T-Shirt,2,720.79
229,14-02-2025,Electronics,Laptop,1,75629.67
230,23-10-2024,Apparel,T-Shirt,4,742.28
231,05-06-2025,Home Goods,Bed Sheets,2,1080.16
232,06-08-2024,Home Goods,Coffee Maker,3,3272.51
233,23-10-2024,Electronics,Laptop,4,71986.87
234,10-06-2025,Home Goods,Bed Sheets,5,1035.67
235,24-01-2025,Home Goods,Bed Sheets,1,1258.85
236,15-07-2025,Electronics,Laptop,5,66023.46
237,26-09-2024,Apparel,Jeans,4,2421.09
238,22-11-2024,Apparel,T-Shirt,3,684.14
239,21-04-2025,Electronics,Smartphone,3,21160.66
,18-09-2024,Electronics,Laptop,5,78711.26
241,,Apparel,T-Shirt,3,813.74
242,12-05-2025,,Smartphone,3,27658
243,05-08-2024,Home Goods,Bed Sheets,,1013.16
244,15-01-2025,Electronics,,4,23247.14
245,26-10-2024,Home Goods,Coffee Maker,2,3741.63
246,11-10-2024,Home Goods,Bed Sheets,5,
247,26-02-2025,Home Goods,Bed Sheets,5,1223.5
248,07-08-2024,Electronics,Smartphone,2,25353.79
249,23-05-2025,Home Goods,Bed Sheets,1,1346.52
250,29-04-2025,Electronics,Laptop,5,76139.16
251,12-07-2025,Electronics,Smartphone,1,28494.31
252,06-04-2025,Electronics,Laptop,4,79550.45
253,25-05-2025,Apparel,Jeans,3,2054.96
254,25-04-2025,Electronics,Smartphone,3,21726.28
255,04-04-2025,Home Goods,Coffee Maker,3,3183.25
256,03-04-2025,Apparel,T-Shirt,3,715.48
257,28-09-2024,Apparel,T-Shirt,4,866.31
258,02-08-2025,Apparel,T-Shirt,1,698.8
259,11-06-2025,Apparel,Jeans,5,2104.48
260,24-08-2024,Home Goods,Coffee Maker,1,3286.88
261,24-06-2025,Apparel,T-Shirt,3,826.42
262,11-12-2024,Home Goods,Coffee Maker,5,3750.48
263,28-07-2025,Electronics,Smartphone,4,21531.96
264,17-06-2025,Electronics,Smartphone,3,24255.45
265,23-10-2024,Home Goods,Bed Sheets,2,1085.72
266,29-10-2024,Electronics,Smartphone,5,28951.37
267,18-09-2024,Apparel,T-Shirt,5,699.53
268,20-12-2024,Home Goods,Coffee Maker,2,3722.78
269,01-08-2025,Apparel,T-Shirt,3,779.77
270,14-08-2024,Apparel,T-Shirt,2,914.96
271,04-05-2025,Apparel,T-Shirt,5,828.59
272,27-06-2025,Electronics,Laptop,3,78846.74
273,14-05-2025,Electronics,Smartphone,4,24518.47
274,03-01-2025,Home Goods,Bed Sheets,5,1163.51
275,20-09-2024,Electronics,Smartphone,4,24393.92
276,23-10-2024,Electronics,Smartphone,1,24563.22
277,13-08-2024,Apparel,T-Shirt,5,796.88
278,28-04-2025,Electronics,Laptop,3,76848.37
279,14-11-2024,Electronics,Laptop,1,69913.64
280,31-01-2025,Home Goods,Bed Sheets,3,1336.09
281,21-12-2024,Apparel,Jeans,4,2425.54
282,03-08-2024,Apparel,Jeans,5,2106.37
283,05-03-2025,Home Goods,Bed Sheets,3,1386.93
284,23-01-2025,Apparel,Jeans,5,2119.32
285,26-02-2025,Home Goods,Bed Sheets,4,1166.58
286,11-10-2024,Electronics,Smartphone,3,27839.27
287,08-10-2024,Home Goods,Coffee Maker,3,3851.75
288,22-05-2025,Apparel,Jeans,3,1985.35
289,15-09-2024,Electronics,Laptop,1,74749.36
290,27-12-2024,Home Goods,Bed Sheets,5,1138.26
291,09-12-2024,Home Goods,Bed Sheets,1,1392.63
292,03-02-2025,Apparel,Jeans,5,2118.5
293,16-12-2024,Apparel,T-Shirt,1,710.9
294,11-08-2024,Apparel,T-Shirt,3,941.82
295,29-08-2024,Electronics,Laptop,4,73601.69
296,10-06-2025,Apparel,Jeans,2,2449.19
297,28-03-2025,Apparel,T-Shirt,5,940.39
298,17-05-2025,Home Goods,Bed Sheets,1,1197.28
299,27-12-2024,Home Goods,Coffee Maker,1,3804.77
300,26-11-2024,Apparel,T-Shirt,2,654.01
301,04-02-2025,Electronics,Smartphone,1,20507.3
302,17-04-2025,Electronics,Smartphone,1,29670.6
303,03-09-2024,Electronics,Laptop,1,70199.64
304,19-10-2024,Electronics,Laptop,4,75925.99
305,07-06-2025,Electronics,Laptop,3,66078.67
306,28-06-2025,Apparel,T-Shirt,3,707.27
307,01-12-2024,Apparel,Jeans,3,2210.61
308,05-02-2025,Electronics,Laptop,3,82568.72
309,14-04-2025,Home Goods,Bed Sheets,4,1176.65
310,10-03-2025,Electronics,Laptop,4,65469.67
311,21-09-2024,Apparel,T-Shirt,4,694.48
312,30-05-2025,Home Goods,Coffee Maker,2,3648.99
313,25-03-2025,Home Goods,Bed Sheets,1,1099.69
314,28-08-2024,Home Goods,Bed Sheets,4,1207.94
315,07-05-2025,Home Goods,Bed Sheets,1,1383.04
316,03-11-2024,Electronics,Smartphone,1,22952.98
317,03-03-2025,Apparel,Jeans,2,2056.74
318,12-02-2025,Electronics,Smartphone,4,26636.88
319,21-11-2024,Apparel,Jeans,3,2336.39
320,05-10-2024,Apparel,Jeans,1,2241.02
321,08-02-2025,Apparel,Jeans,4,2193.56
322,13-11-2024,Electronics,Smartphone,1,23341.07
323,29-08-2024,Apparel,T-Shirt,3,898.87
324,24-06-2025,Apparel,T-Shirt,1,740.56
325,21-07-2025,Apparel,Jeans,1,2428.69
326,10-03-2025,Electronics,Smartphone,4,25955.68
327,12-05-2025,Electronics,Laptop,1,77426.85
328,01-04-2025,Home Goods,Bed Sheets,5,1060.67
329,24-03-2025,Apparel,Jeans,4,2183.55
330,27-03-2025,Apparel,T-Shirt,5,889.19
331,11-01-2025,Electronics,Smartphone,1,26078.69
332,22-06-2025,Home Goods,Coffee Maker,3,3506.58
333,21-07-2025,Apparel,T-Shirt,5,713.22
334,24-09-2024,Electronics,Laptop,1,67118.53
335,13-02-2025,Home Goods,Coffee Maker,2,3604.72
336,22-12-2024,Apparel,Jeans,5,2001.82
337,12-01-2025,Home Goods,Bed Sheets,5,1281
338,04-09-2024,Home Goods,Coffee Maker,3,3879.62
339,07-01-2025,Apparel,Jeans,2,2179.75
340,24-11-2024,Apparel,T-Shirt,3,839.8
341,26-10-2024,Home Goods,Bed Sheets,3,1201.59
342,16-10-2024,Apparel,T-Shirt,4,660.38
343,08-05-2025,Electronics,Smartphone,1,28249.38
344,17-03-2025,Electronics,Laptop,4,83089.48
345,18-03-2025,Electronics,Laptop,2,73338.01
346,03-02-2025,Home Goods,Bed Sheets,4,1076.4
347,10-10-2024,Apparel,Jeans,4,1934.19
348,21-01-2025,Apparel,Jeans,3,2368.92
349,14-01-2025,Apparel,T-Shirt,1,946.68
350,30-11-2024,Apparel,T-Shirt,3,899.55
351,29-09-2024,Home Goods,Bed Sheets,3,1111.07
352,14-12-2024,Home Goods,Bed Sheets,2,1097.97
353,13-12-2024,Apparel,Jeans,2,2252.96
354,13-10-2024,Electronics,Laptop,4,69249.89
355,22-05-2025,Electronics,Smartphone,2,29382.33
356,08-03-2025,Electronics,Laptop,1,81663.99
357,10-10-2024,Electronics,Laptop,1,77201.01
358,03-12-2024,Home Goods,Bed Sheets,5,1396.05
359,04-08-2024,Home Goods,Coffee Maker,3,3750.69
360,17-08-2024,Electronics,Smartphone,4,22565.49
361,16-12-2024,Electronics,Laptop,3,82710.74
362,22-07-2025,Apparel,Jeans,1,2111.87
363,10-05-2025,Home Goods,Bed Sheets,2,1041.67
364,22-11-2024,Home Goods,Bed Sheets,2,1291.38
365,02-10-2024,Apparel,T-Shirt,4,847.09
366,02-08-2024,Electronics,Laptop,3,78376.26
367,08-04-2025,Apparel,Jeans,1,2255.25
368,15-11-2024,Electronics,Smartphone,4,21985.15
369,05-06-2025,Apparel,Jeans,1,1919.64
370,10-05-2025,Apparel,Jeans,4,2211.63
371,12-10-2024,Apparel,T-Shirt,3,889.78
372,13-10-2024,Electronics,Smartphone,3,21175.3
373,10-11-2024,Electronics,Smartphone,4,24791.89
374,20-03-2025,Home Goods,Bed Sheets,5,1134.8
375,29-05-2025,Home Goods,Coffee Maker,3,3561.29
376,05-10-2024,Apparel,Jeans,5,2290.61
377,14-11-2024,Apparel,T-Shirt,3,691.19
378,20-01-2025,Home Goods,Bed Sheets,2,1099.4
379,10-06-2025,Apparel,Jeans,3,2124.28
380,02-06-2025,Electronics,Smartphone,3,27790.03
381,25-09-2024,Home Goods,Bed Sheets,5,1327.78
382,09-08-2024,Electronics,Smartphone,2,25098.73
383,07-02-2025,Electronics,Smartphone,1,23872.2
384,01-05-2025,Apparel,T-Shirt,3,874
385,01-02-2025,Home Goods,Coffee Maker,5,3148.11
386,31-08-2024,Apparel,T-Shirt,4,695.73
387,24-02-2025,Electronics,Laptop,1,80097.87
388,05-02-2025,Electronics,Laptop,2,70525.41
389,28-12-2024,Apparel,Jeans,2,2151.24
390,17-10-2024,Apparel,T-Shirt,1,750.53
391,11-04-2025,Electronics,Smartphone,5,23438.43
392,04-01-2025,Electronics,Laptop,5,70878.75
393,24-11-2024,Electronics,Smartphone,5,25735.18
394,26-01-2025,Electronics,Smartphone,1,29247.92
395,24-08-2024,Electronics,Laptop,4,67167.28
396,23-07-2025,Electronics,Smartphone,4,28818.03
397,29-10-2024,Apparel,T-Shirt,2,798.94
398,01-02-2025,Apparel,T-Shirt,1,676.51
399,01-07-2025,Apparel,Jeans,2,2304.57
400,18-12-2024,Electronics,Smartphone,2,20663.92
401,02-06-2025,Apparel,Jeans,4,2244.12
402,09-10-2024,Home Goods,Bed Sheets,4,1180.33
403,23-04-2025,Electronics,Laptop,4,78858.91
404,30-07-2025,Apparel,Jeans,3,1928.97
405,25-06-2025,Apparel,Jeans,3,1956.26
406,03-03-2025,Home Goods,Coffee Maker,3,3083.31
407,01-12-2024,Home Goods,Coffee Maker,3,3540.31
408,06-12-2024,Apparel,Jeans,3,2384.57
409,14-03-2025,Electronics,Smartphone,3,20943.57
410,16-11-2024,Home Goods,Bed Sheets,3,1262.57
411,06-02-2025,Apparel,Jeans,1,2047.22
412,25-11-2024,Apparel,T-Shirt,1,894.21
413,02-07-2025,Electronics,Laptop,2,73998.87
414,15-12-2024,Apparel,T-Shirt,5,791.79
415,20-03-2025,Apparel,Jeans,1,2119.84
416,31-10-2024,Electronics,Smartphone,1,21508.57
417,18-03-2025,Apparel,T-Shirt,3,801.64
418,26-07-2025,Electronics,Laptop,5,79295.13
419,17-03-2025,Home Goods,Bed Sheets,5,1279.7
420,13-08-2024,Home Goods,Coffee Maker,5,3437.84
421,16-04-2025,Electronics,Smartphone,2,22276.42
422,03-01-2025,Home Goods,Coffee Maker,3,3050.83
423,06-10-2024,Electronics,Laptop,4,77356.12
424,07-09-2024,Home Goods,Bed Sheets,5,1256.71
425,31-07-2025,Electronics,Smartphone,1,25165.07
426,12-12-2024,Home Goods,Coffee Maker,5,3452.21
427,04-09-2024,Electronics,Laptop,2,74853.59
428,08-03-2025,Apparel,Jeans,2,2397.46
429,01-04-2025,Home Goods,Bed Sheets,3,1013.26
430,26-08-2024,Apparel,T-Shirt,5,767.64
431,21-04-2025,Apparel,Jeans,3,2257.88
432,13-04-2025,Home Goods,Coffee Maker,2,3017.22
433,14-03-2025,Electronics,Laptop,4,68386.95
434,15-11-2024,Home Goods,Bed Sheets,1,1249.33
435,11-10-2024,Electronics,Smartphone,1,20864.99
436,26-05-2025,Home Goods,Bed Sheets,4,1225.28
437,29-04-2025,Home Goods,Bed Sheets,3,1010.64
438,05-05-2025,Home Goods,Bed Sheets,2,1106.31
439,29-05-2025,Home Goods,Bed Sheets,2,1158.72
440,04-07-2025,Home Goods,Bed Sheets,2,1288.77
441,15-01-2025,Electronics,Laptop,5,84696.52
442,18-07-2025,Electronics,Laptop,4,70205.33
443,06-10-2024,Apparel,Jeans,5,2130.84
444,09-10-2024,Apparel,T-Shirt,4,849.81
445,07-02-2025,Home Goods,Coffee Maker,3,3432.91
446,23-07-2025,Electronics,Laptop,5,77909.08
447,30-01-2025,Home Goods,Coffee Maker,2,3094.73
448,05-04-2025,Electronics,Smartphone,4,21579.53
449,01-04-2025,Apparel,Jeans,2,2187.7
450,25-03-2025,Electronics,Smartphone,1,20935.89
451,30-01-2025,Home Goods,Coffee Maker,5,3965.07
452,25-10-2024,Apparel,Jeans,2,2324.67
453,21-04-2025,Apparel,Jeans,4,2445.02
454,17-11-2024,Electronics,Smartphone,2,23073.92
455,07-12-2024,Electronics,Smartphone,1,21000.39
456,10-07-2025,Home Goods,Coffee Maker,1,3748.7
457,08-10-2024,Apparel,Jeans,3,2051.28
458,18-12-2024,Home Goods,Bed Sheets,5,1235.66
459,09-12-2024,Apparel,T-Shirt,2,888.47
460,02-07-2025,Electronics,Laptop,1,72941.98
461,06-08-2024,Electronics,Smartphone,2,28886.3
462,03-07-2025,Apparel,Jeans,4,2284.34
463,07-12-2024,Electronics,Laptop,3,83140.23
464,13-04-2025,Apparel,Jeans,5,2219.73
465,27-11-2024,Home Goods,Bed Sheets,3,1117.55
466,13-04-2025,Apparel,Jeans,4,1910.18
467,05-01-2025,Electronics,Smartphone,3,24367.54
468,13-01-2025,Home Goods,Coffee Maker,1,3954.57
469,12-09-2024,Electronics,Laptop,2,77880.04
470,01-04-2025,Home Goods,Coffee Maker,4,3938.99
471,01-07-2025,Apparel,T-Shirt,1,795.96
472,08-06-2025,Home Goods,Coffee Maker,5,3351.56
473,09-12-2024,Home Goods,Bed Sheets,2,1136.5
474,03-08-2024,Apparel,T-Shirt,4,859.75
475,03-12-2024,Home Goods,Coffee Maker,2,3286.17
476,12-05-2025,Electronics,Laptop,1,84866.75
477,12-01-2025,Home Goods,Bed Sheets,4,1099.34
478,02-01-2025,Apparel,Jeans,4,2188.01
479,28-06-2025,Electronics,Smartphone,5,23572.46
480,19-05-2025,Electronics,Smartphone,1,24857.46
481,10-12-2024,Apparel,T-Shirt,4,850.32
482,10-04-2025,Home Goods,Coffee Maker,4,3632.76
483,06-08-2024,Apparel,Jeans,2,1924.51
484,14-12-2024,Home Goods,Bed Sheets,5,1293.83
485,27-01-2025,Apparel,Jeans,2,2446.62
486,06-02-2025,Home Goods,Coffee Maker,4,3108.52
487,08-10-2024,Home Goods,Coffee Maker,5,3193.69
488,18-06-2025,Electronics,Laptop,1,65972.06
489,23-05-2025,Electronics,Laptop,5,76746.29
490,09-01-2025,Home Goods,Coffee Maker,3,3519.22
491,03-07-2025,Electronics,Smartphone,3,24108.62
492,04-01-2025,Electronics,Smartphone,2,27932.77
493,15-07-2025,Electronics,Smartphone,4,29530.22
494,13-03-2025,Home Goods,Bed Sheets,5,1118.83
495,31-08-2024,Electronics,Smartphone,3,20751.84
496,17-08-2024,Apparel,Jeans,1,2435.31
497,25-03-2025,Electronics,Laptop,3,73051.89
498,02-09-2024,Apparel,Jeans,5,2414.13
499,15-10-2024,Home Goods,Coffee Maker,1,3313.14
500,27-10-2024,Apparel,T-Shirt,2,909.8
501,30-07-2025,Electronics,Laptop,1,74101.52
502,09-01-2025,Apparel,T-Shirt,1,750.62
503,01-02-2025,Home Goods,Bed Sheets,5,1350.57
504,02-07-2025,Home Goods,Coffee Maker,4,3450.63
505,09-11-2024,Apparel,Jeans,3,2474.93
506,02-08-2025,Home Goods,Coffee Maker,5,3600.99
507,25-04-2025,Apparel,T-Shirt,5,797.24
