TransactionID,TransactionDate,Category,ProductName,Quantity,UnitPrice
140.0,2025-06-11,Home Goods,Bed Sheets,2.0,1063.54
141.0,2024-09-06,Apparel,Jeans,2.0,2228.5
142.0,2024-09-26,Electronics,Smartphone,2.0,26723.82
143.0,2024-08-02,Home Goods,Coffee Maker,5.0,3077.9
144.0,2024-12-03,Apparel,Jeans,4.0,2062.85
145.0,2025-06-28,Home Goods,Bed Sheets,3.0,1191.73
146.0,2025-06-18,Electronics,Laptop,3.0,74243.91
147.0,2024-10-29,Electronics,Smartphone,5.0,25219.05
148.0,2025-05-12,Electronics,Laptop,5.0,78339.23
149.0,2025-03-11,Electronics,Laptop,4.0,75873.97
150.0,2025-03-13,Apparel,Jeans,3.0,2049.9
151.0,2025-03-10,Home Goods,Coffee Maker,3.0,3832.22
152.0,2025-06-19,Apparel,Jeans,3.0,2085.14
153.0,2025-04-11,Apparel,T-Shirt,3.0,948.88
154.0,2025-01-19,Home Goods,Bed Sheets,4.0,1194.24
155.0,2024-09-06,Home Goods,Bed Sheets,3.0,1338.22
156.0,2025-06-17,Apparel,T-Shirt,4.0,909.79
157.0,2024-09-05,Apparel,T-Shirt,3.0,929.51
158.0,2025-03-29,Home Goods,Coffee Maker,4.0,3995.82
159.0,2024-10-14,Apparel,Jeans,1.0,1945.1
160.0,2025-04-22,Home Goods,Coffee Maker,1.0,3038.43
161.0,2025-05-31,Apparel,T-Shirt,1.0,837.96
162.0,2025-03-28,Home Goods,Bed Sheets,2.0,1228.29
163.0,2024-08-16,Apparel,T-Shirt,3.0,935.8
164.0,2025-05-02,Electronics,Smartphone,1.0,29624.93
165.0,2024-09-05,Electronics,Laptop,3.0,70474.45
166.0,2025-07-05,Home Goods,Bed Sheets,1.0,1223.62
167.0,2025-07-14,Apparel,T-Shirt,3.0,863.7
168.0,2025-04-16,Home Goods,Coffee Maker,5.0,3770.35
169.0,2025-04-08,Electronics,Smartphone,3.0,28897.64
170.0,2024-11-13,Home Goods,Bed Sheets,5.0,1119.96
171.0,2024-10-08,Home Goods,Coffee Maker,3.0,3283.72
172.0,2024-12-16,Home Goods,Bed Sheets,2.0,1302.42
173.0,2025-04-19,Home Goods,Coffee Maker,2.0,3650.62
174.0,2024-09-12,Home Goods,Coffee Maker,2.0,3479.37
175.0,2025-06-08,Apparel,Jeans,5.0,2098.39
176.0,2024-08-12,Electronics,Smartphone,4.0,27449.5
177.0,2024-12-30,Home Goods,Bed Sheets,3.0,1299.36
178.0,2024-09-20,Home Goods,Coffee Maker,5.0,3246.57
179.0,2024-11-27,Electronics,Smartphone,1.0,26764.14
180.0,2024-09-16,Electronics,Smartphone,5.0,22225.12
181.0,2025-08-02,Apparel,T-Shirt,2.0,732.66
182.0,2025-02-08,Electronics,Laptop,1.0,67036.05
183.0,2024-10-12,Apparel,T-Shirt,1.0,687.85
184.0,2024-12-19,Home Goods,Coffee Maker,5.0,3849.73
185.0,2025-07-16,Home Goods,Coffee Maker,2.0,3924.99
186.0,2024-12-30,Apparel,T-Shirt,4.0,828.1
187.0,2025-02-03,Apparel,T-Shirt,3.0,834.25
188.0,2025-04-26,Electronics,Laptop,3.0,68626.67
189.0,2024-09-02,Home Goods,Coffee Maker,5.0,3176.32
190.0,2024-09-24,Electronics,Laptop,1.0,79692.31
191.0,2025-01-07,Electronics,Laptop,5.0,82097.53
192.0,2025-07-19,Apparel,T-Shirt,3.0,705.08
193.0,2025-04-21,Apparel,Jeans,3.0,2014.99
194.0,2025-03-28,Electronics,Smartphone,5.0,26210.37
195.0,2024-09-04,Apparel,Jeans,4.0,2218.31
196.0,2025-06-27,Apparel,Jeans,2.0,2067.2
197.0,2025-05-30,Electronics,Laptop,5.0,73231.05
198.0,2025-06-10,Electronics,Laptop,2.0,78303.3
199.0,2024-08-28,Apparel,Jeans,5.0,1980.6
200.0,2024-12-01,Apparel,Jeans,4.0,2010.66
201.0,2024-12-06,Home Goods,Bed Sheets,4.0,1078.14
202.0,2025-02-06,Apparel,Jeans,4.0,2184.66
203.0,2024-10-27,Home Goods,Coffee Maker,3.0,3421.15
204.0,2025-03-01,Electronics,Laptop,2.0,80090.6
205.0,2024-09-20,Apparel,T-Shirt,5.0,789.93
206.0,2024-08-07,Apparel,T-Shirt,4.0,876.04
207.0,2024-12-24,Electronics,Smartphone,3.0,29385.07
208.0,2025-03-16,Electronics,Laptop,4.0,74950.0
209.0,2024-08-07,Electronics,Laptop,1.0,69727.55
210.0,2024-11-03,Electronics,Smartphone,4.0,24522.45
211.0,2025-02-02,Electronics,Smartphone,1.0,21553.47
212.0,2025-02-19,Electronics,Smartphone,2.0,27277.82
213.0,2025-03-22,Apparel,Jeans,1.0,2129.84
214.0,2025-03-12,Home Goods,Bed Sheets,1.0,1142.81
215.0,2024-11-23,Apparel,T-Shirt,4.0,665.82
216.0,2024-08-10,Home Goods,Bed Sheets,3.0,1390.1
217.0,2024-08-12,Electronics,Smartphone,4.0,27780.34
218.0,2025-03-18,Electronics,Smartphone,5.0,21083.1
219.0,2025-06-30,Apparel,T-Shirt,3.0,902.26
220.0,2025-07-26,Home Goods,Coffee Maker,5.0,3406.19
221.0,2025-01-12,Apparel,Jeans,3.0,1985.01
222.0,2024-11-21,Apparel,Jeans,5.0,2421.92
223.0,2025-05-17,Home Goods,Bed Sheets,3.0,1393.6
224.0,2024-10-04,Electronics,Smartphone,4.0,27827.55
225.0,2025-05-24,Home Goods,Bed Sheets,5.0,1018.35
226.0,2025-07-18,Electronics,Smartphone,2.0,23362.99
227.0,2024-09-10,Electronics,Smartphone,1.0,23314.75
228.0,2024-11-10,Apparel,T-Shirt,2.0,720.79
229.0,2025-02-14,Electronics,Laptop,1.0,75629.67
230.0,2024-10-23,Apparel,T-Shirt,4.0,742.28
231.0,2025-06-05,Home Goods,Bed Sheets,2.0,1080.16
232.0,2024-08-06,Home Goods,Coffee Maker,3.0,3272.51
233.0,2024-10-23,Electronics,Laptop,4.0,71986.87
234.0,2025-06-10,Home Goods,Bed Sheets,5.0,1035.67
235.0,2025-01-24,Home Goods,Bed Sheets,1.0,1258.85
236.0,2025-07-15,Electronics,Laptop,5.0,66023.46
237.0,2024-09-26,Apparel,Jeans,4.0,2421.09
238.0,2024-11-22,Apparel,T-Shirt,3.0,684.14
239.0,2025-04-21,Electronics,Smartphone,3.0,21160.66
DUMMY_ID_999,2024-09-18,Electronics,Laptop,5.0,78711.26
242.0,2025-05-12,Unknown Category,Smartphone,3.0,27658.0
244.0,2025-01-15,Electronics,Smartphone,4.0,23247.14
245.0,2024-10-26,Home Goods,Coffee Maker,2.0,3741.63
246.0,2024-10-11,Home Goods,Bed Sheets,5.0,1199.7163536231883
247.0,2025-02-26,Home Goods,Bed Sheets,5.0,1223.5
248.0,2024-08-07,Electronics,Smartphone,2.0,25353.79
249.0,2025-05-23,Home Goods,Bed Sheets,1.0,1346.52
250.0,2025-04-29,Electronics,Laptop,5.0,76139.16
251.0,2025-07-12,Electronics,Smartphone,1.0,28494.31
252.0,2025-04-06,Electronics,Laptop,4.0,79550.45
253.0,2025-05-25,Apparel,Jeans,3.0,2054.96
254.0,2025-04-25,Electronics,Smartphone,3.0,21726.28
255.0,2025-04-04,Home Goods,Coffee Maker,3.0,3183.25
256.0,2025-04-03,Apparel,T-Shirt,3.0,715.48
257.0,2024-09-28,Apparel,T-Shirt,4.0,866.31
258.0,2025-08-02,Apparel,T-Shirt,1.0,698.8
259.0,2025-06-11,Apparel,Jeans,5.0,2104.48
260.0,2024-08-24,Home Goods,Coffee Maker,1.0,3286.88
261.0,2025-06-24,Apparel,T-Shirt,3.0,826.42
262.0,2024-12-11,Home Goods,Coffee Maker,5.0,3750.48
263.0,2025-07-28,Electronics,Smartphone,4.0,21531.96
264.0,2025-06-17,Electronics,Smartphone,3.0,24255.45
265.0,2024-10-23,Home Goods,Bed Sheets,2.0,1085.72
266.0,2024-10-29,Electronics,Smartphone,5.0,28951.37
267.0,2024-09-18,Apparel,T-Shirt,5.0,699.53
268.0,2024-12-20,Home Goods,Coffee Maker,2.0,3722.78
269.0,2025-08-01,Apparel,T-Shirt,3.0,779.77
270.0,2024-08-14,Apparel,T-Shirt,2.0,914.96
271.0,2025-05-04,Apparel,T-Shirt,5.0,828.59
272.0,2025-06-27,Electronics,Laptop,3.0,78846.74
273.0,2025-05-14,Electronics,Smartphone,4.0,24518.47
274.0,2025-01-03,Home Goods,Bed Sheets,5.0,1163.51
275.0,2024-09-20,Electronics,Smartphone,4.0,24393.92
276.0,2024-10-23,Electronics,Smartphone,1.0,24563.22
277.0,2024-08-13,Apparel,T-Shirt,5.0,796.88
278.0,2025-04-28,Electronics,Laptop,3.0,76848.37
279.0,2024-11-14,Electronics,Laptop,1.0,69913.64
280.0,2025-01-31,Home Goods,Bed Sheets,3.0,1336.09
281.0,2024-12-21,Apparel,Jeans,4.0,2425.54
282.0,2024-08-03,Apparel,Jeans,5.0,2106.37
283.0,2025-03-05,Home Goods,Bed Sheets,3.0,1386.93
284.0,2025-01-23,Apparel,Jeans,5.0,2119.32
285.0,2025-02-26,Home Goods,Bed Sheets,4.0,1166.58
286.0,2024-10-11,Electronics,Smartphone,3.0,27839.27
287.0,2024-10-08,Home Goods,Coffee Maker,3.0,3851.75
288.0,2025-05-22,Apparel,Jeans,3.0,1985.35
289.0,2024-09-15,Electronics,Laptop,1.0,74749.36
290.0,2024-12-27,Home Goods,Bed Sheets,5.0,1138.26
291.0,2024-12-09,Home Goods,Bed Sheets,1.0,1392.63
292.0,2025-02-03,Apparel,Jeans,5.0,2118.5
293.0,2024-12-16,Apparel,T-Shirt,1.0,710.9
294.0,2024-08-11,Apparel,T-Shirt,3.0,941.82
295.0,2024-08-29,Electronics,Laptop,4.0,73601.69
296.0,2025-06-10,Apparel,Jeans,2.0,2449.19
297.0,2025-03-28,Apparel,T-Shirt,5.0,940.39
298.0,2025-05-17,Home Goods,Bed Sheets,1.0,1197.28
299.0,2024-12-27,Home Goods,Coffee Maker,1.0,3804.77
300.0,2024-11-26,Apparel,T-Shirt,2.0,654.01
301.0,2025-02-04,Electronics,Smartphone,1.0,20507.3
302.0,2025-04-17,Electronics,Smartphone,1.0,29670.6
303.0,2024-09-03,Electronics,Laptop,1.0,70199.64
304.0,2024-10-19,Electronics,Laptop,4.0,75925.99
305.0,2025-06-07,Electronics,Laptop,3.0,66078.67
306.0,2025-06-28,Apparel,T-Shirt,3.0,707.27
307.0,2024-12-01,Apparel,Jeans,3.0,2210.61
308.0,2025-02-05,Electronics,Laptop,3.0,82568.72
309.0,2025-04-14,Home Goods,Bed Sheets,4.0,1176.65
310.0,2025-03-10,Electronics,Laptop,4.0,65469.67
311.0,2024-09-21,Apparel,T-Shirt,4.0,694.48
312.0,2025-05-30,Home Goods,Coffee Maker,2.0,3648.99
313.0,2025-03-25,Home Goods,Bed Sheets,1.0,1099.69
314.0,2024-08-28,Home Goods,Bed Sheets,4.0,1207.94
315.0,2025-05-07,Home Goods,Bed Sheets,1.0,1383.04
316.0,2024-11-03,Electronics,Smartphone,1.0,22952.98
317.0,2025-03-03,Apparel,Jeans,2.0,2056.74
318.0,2025-02-12,Electronics,Smartphone,4.0,26636.88
319.0,2024-11-21,Apparel,Jeans,3.0,2336.39
320.0,2024-10-05,Apparel,Jeans,1.0,2241.02
321.0,2025-02-08,Apparel,Jeans,4.0,2193.56
322.0,2024-11-13,Electronics,Smartphone,1.0,23341.07
323.0,2024-08-29,Apparel,T-Shirt,3.0,898.87
324.0,2025-06-24,Apparel,T-Shirt,1.0,740.56
325.0,2025-07-21,Apparel,Jeans,1.0,2428.69
326.0,2025-03-10,Electronics,Smartphone,4.0,25955.68
327.0,2025-05-12,Electronics,Laptop,1.0,77426.85
328.0,2025-04-01,Home Goods,Bed Sheets,5.0,1060.67
329.0,2025-03-24,Apparel,Jeans,4.0,2183.55
330.0,2025-03-27,Apparel,T-Shirt,5.0,889.19
331.0,2025-01-11,Electronics,Smartphone,1.0,26078.69
332.0,2025-06-22,Home Goods,Coffee Maker,3.0,3506.58
333.0,2025-07-21,Apparel,T-Shirt,5.0,713.22
334.0,2024-09-24,Electronics,Laptop,1.0,67118.53
335.0,2025-02-13,Home Goods,Coffee Maker,2.0,3604.72
336.0,2024-12-22,Apparel,Jeans,5.0,2001.82
337.0,2025-01-12,Home Goods,Bed Sheets,5.0,1281.0
338.0,2024-09-04,Home Goods,Coffee Maker,3.0,3879.62
339.0,2025-01-07,Apparel,Jeans,2.0,2179.75
340.0,2024-11-24,Apparel,T-Shirt,3.0,839.8
341.0,2024-10-26,Home Goods,Bed Sheets,3.0,1201.59
342.0,2024-10-16,Apparel,T-Shirt,4.0,660.38
343.0,2025-05-08,Electronics,Smartphone,1.0,28249.38
344.0,2025-03-17,Electronics,Laptop,4.0,83089.48
345.0,2025-03-18,Electronics,Laptop,2.0,73338.01
346.0,2025-02-03,Home Goods,Bed Sheets,4.0,1076.4
347.0,2024-10-10,Apparel,Jeans,4.0,1934.19
348.0,2025-01-21,Apparel,Jeans,3.0,2368.92
349.0,2025-01-14,Apparel,T-Shirt,1.0,946.68
350.0,2024-11-30,Apparel,T-Shirt,3.0,899.55
351.0,2024-09-29,Home Goods,Bed Sheets,3.0,1111.07
352.0,2024-12-14,Home Goods,Bed Sheets,2.0,1097.97
353.0,2024-12-13,Apparel,Jeans,2.0,2252.96
354.0,2024-10-13,Electronics,Laptop,4.0,69249.89
355.0,2025-05-22,Electronics,Smartphone,2.0,29382.33
356.0,2025-03-08,Electronics,Laptop,1.0,81663.99
357.0,2024-10-10,Electronics,Laptop,1.0,77201.01
358.0,2024-12-03,Home Goods,Bed Sheets,5.0,1396.05
359.0,2024-08-04,Home Goods,Coffee Maker,3.0,3750.69
360.0,2024-08-17,Electronics,Smartphone,4.0,22565.49
361.0,2024-12-16,Electronics,Laptop,3.0,82710.74
362.0,2025-07-22,Apparel,Jeans,1.0,2111.87
363.0,2025-05-10,Home Goods,Bed Sheets,2.0,1041.67
364.0,2024-11-22,Home Goods,Bed Sheets,2.0,1291.38
365.0,2024-10-02,Apparel,T-Shirt,4.0,847.09
366.0,2024-08-02,Electronics,Laptop,3.0,78376.26
367.0,2025-04-08,Apparel,Jeans,1.0,2255.25
368.0,2024-11-15,Electronics,Smartphone,4.0,21985.15
369.0,2025-06-05,Apparel,Jeans,1.0,1919.64
370.0,2025-05-10,Apparel,Jeans,4.0,2211.63
371.0,2024-10-12,Apparel,T-Shirt,3.0,889.78
372.0,2024-10-13,Electronics,Smartphone,3.0,21175.3
373.0,2024-11-10,Electronics,Smartphone,4.0,24791.89
374.0,2025-03-20,Home Goods,Bed Sheets,5.0,1134.8
375.0,2025-05-29,Home Goods,Coffee Maker,3.0,3561.29
376.0,2024-10-05,Apparel,Jeans,5.0,2290.61
377.0,2024-11-14,Apparel,T-Shirt,3.0,691.19
378.0,2025-01-20,Home Goods,Bed Sheets,2.0,1099.4
379.0,2025-06-10,Apparel,Jeans,3.0,2124.28
380.0,2025-06-02,Electronics,Smartphone,3.0,27790.03
381.0,2024-09-25,Home Goods,Bed Sheets,5.0,1327.78
382.0,2024-08-09,Electronics,Smartphone,2.0,25098.73
383.0,2025-02-07,Electronics,Smartphone,1.0,23872.2
384.0,2025-05-01,Apparel,T-Shirt,3.0,874.0
385.0,2025-02-01,Home Goods,Coffee Maker,5.0,3148.11
386.0,2024-08-31,Apparel,T-Shirt,4.0,695.73
387.0,2025-02-24,Electronics,Laptop,1.0,80097.87
388.0,2025-02-05,Electronics,Laptop,2.0,70525.41
389.0,2024-12-28,Apparel,Jeans,2.0,2151.24
390.0,2024-10-17,Apparel,T-Shirt,1.0,750.53
391.0,2025-04-11,Electronics,Smartphone,5.0,23438.43
392.0,2025-01-04,Electronics,Laptop,5.0,70878.75
393.0,2024-11-24,Electronics,Smartphone,5.0,25735.18
394.0,2025-01-26,Electronics,Smartphone,1.0,29247.92
395.0,2024-08-24,Electronics,Laptop,4.0,67167.28
396.0,2025-07-23,Electronics,Smartphone,4.0,28818.03
397.0,2024-10-29,Apparel,T-Shirt,2.0,798.94
398.0,2025-02-01,Apparel,T-Shirt,1.0,676.51
399.0,2025-07-01,Apparel,Jeans,2.0,2304.57
400.0,2024-12-18,Electronics,Smartphone,2.0,20663.92
401.0,2025-06-02,Apparel,Jeans,4.0,2244.12
402.0,2024-10-09,Home Goods,Bed Sheets,4.0,1180.33
403.0,2025-04-23,Electronics,Laptop,4.0,78858.91
404.0,2025-07-30,Apparel,Jeans,3.0,1928.97
405.0,2025-06-25,Apparel,Jeans,3.0,1956.26
406.0,2025-03-03,Home Goods,Coffee Maker,3.0,3083.31
407.0,2024-12-01,Home Goods,Coffee Maker,3.0,3540.31
408.0,2024-12-06,Apparel,Jeans,3.0,2384.57
409.0,2025-03-14,Electronics,Smartphone,3.0,20943.57
410.0,2024-11-16,Home Goods,Bed Sheets,3.0,1262.57
411.0,2025-02-06,Apparel,Jeans,1.0,2047.22
412.0,2024-11-25,Apparel,T-Shirt,1.0,894.21
413.0,2025-07-02,Electronics,Laptop,2.0,73998.87
414.0,2024-12-15,Apparel,T-Shirt,5.0,791.79
415.0,2025-03-20,Apparel,Jeans,1.0,2119.84
416.0,2024-10-31,Electronics,Smartphone,1.0,21508.57
417.0,2025-03-18,Apparel,T-Shirt,3.0,801.64
418.0,2025-07-26,Electronics,Laptop,5.0,79295.13
419.0,2025-03-17,Home Goods,Bed Sheets,5.0,1279.7
420.0,2024-08-13,Home Goods,Coffee Maker,5.0,3437.84
421.0,2025-04-16,Electronics,Smartphone,2.0,22276.42
422.0,2025-01-03,Home Goods,Coffee Maker,3.0,3050.83
423.0,2024-10-06,Electronics,Laptop,4.0,77356.12
424.0,2024-09-07,Home Goods,Bed Sheets,5.0,1256.71
425.0,2025-07-31,Electronics,Smartphone,1.0,25165.07
426.0,2024-12-12,Home Goods,Coffee Maker,5.0,3452.21
427.0,2024-09-04,Electronics,Laptop,2.0,74853.59
428.0,2025-03-08,Apparel,Jeans,2.0,2397.46
429.0,2025-04-01,Home Goods,Bed Sheets,3.0,1013.26
430.0,2024-08-26,Apparel,T-Shirt,5.0,767.64
431.0,2025-04-21,Apparel,Jeans,3.0,2257.88
432.0,2025-04-13,Home Goods,Coffee Maker,2.0,3017.22
433.0,2025-03-14,Electronics,Laptop,4.0,68386.95
434.0,2024-11-15,Home Goods,Bed Sheets,1.0,1249.33
435.0,2024-10-11,Electronics,Smartphone,1.0,20864.99
436.0,2025-05-26,Home Goods,Bed Sheets,4.0,1225.28
437.0,2025-04-29,Home Goods,Bed Sheets,3.0,1010.64
438.0,2025-05-05,Home Goods,Bed Sheets,2.0,1106.31
439.0,2025-05-29,Home Goods,Bed Sheets,2.0,1158.72
440.0,2025-07-04,Home Goods,Bed Sheets,2.0,1288.77
441.0,2025-01-15,Electronics,Laptop,5.0,84696.52
442.0,2025-07-18,Electronics,Laptop,4.0,70205.33
443.0,2024-10-06,Apparel,Jeans,5.0,2130.84
444.0,2024-10-09,Apparel,T-Shirt,4.0,849.81
